task_identifier,task_app,task_app_CHN,adb_home_page,functional_point,difficulty_level,golden_steps,goal,key_nodes
minimap_3,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,medium,5,在高德地图中查看天安门附近的的酒店,"{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""天安门"") and contains(@content-desc, ""酒店"")] and //*[contains(@content-desc, ""酒店"")] ''']}###{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""酒店"")] and //*[contains(@text, ""天安门"")] ''']}"
minimap_4,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,medium,5,在高德地图中查看附近特惠油站,"{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""特惠"") and contains(@content-desc, ""油站"")] and //*[contains(@content-desc, ""油站"")] ''']}"
minimap_5,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,9,高德查一下天坛公园到天安门广场的驾车路线,"{""xpath"": ['''   //*[contains(@text, ""驾车"") and @selected=""true""]   and   //*[contains(@text, ""天坛公园"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""天安门广场"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_6,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,9,高德查一下颐和园到北京大学的步行路线,"{""xpath"": ['''   //*[contains(@text, ""步行"") and @selected=""true""]   and   //*[contains(@text, ""颐和园"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""北京大学"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_7,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,9,高德查一下北京南站到北京丰台站的地铁路线,"{""xpath"": ['''   //*[contains(@text, ""公共交通"") and @selected=""true""]   and   //*[contains(@text, ""北京南站"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""北京丰台站"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_8,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,medium,5,高德搜索三里屯附近的麦当劳,"{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""三里屯"") and contains(@content-desc, ""麦当劳"")] and //*[contains(@content-desc, ""麦当劳"")] ''']}"
minimap_9,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,easy,3,打开高德地图扫一扫,"{""xpath"": ['''//*[contains(@content-desc, ""扫描二维码"")]  and //*[contains(@content-desc, ""相册"")]''' ]}"
minimap_10,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,9,高德查一下到最近的麦当劳的步行路线,"{""xpath"": ['''   //*[contains(@text, ""步行"") and @selected=""true""]   and   //*[contains(@text, ""我的位置"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""麦当劳"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_11,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,7,高德查一下北京丰台站到上海南站的路线,"{""xpath"": ['''  //*[contains(@text, ""北京丰台"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""上海南站"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_12,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,频道,medium,4,在高德看看我的收藏夹,"{""xpath"": [''' //*[contains(@text, ""收藏夹"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
minimap_13,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,频道,medium,5,查看高德地图回西二旗地铁站的公交,"{""xpath"": ['''   //*[contains(@text, ""公共交通"") and @selected=""true""]   and   //*[contains(@text, ""我的位置"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""西二旗"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}"
minimap_14,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,频道,medium,4,打开高德地图实时公交服务,"{""xpath"": ['''//*[contains(@text, ""周边的公交地铁"")]  and //*[contains(@text, ""通勤助手"")]''' ]}###'''//*[contains(@text, ""实时公交"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))]''']}"
minimap_15,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,常用地点,hard,8,高德设置一下公司的地址为小米科技园B栋,"{""xpath"": ['''   //*[contains(@text, ""公司  小米科技园"") ]  ''' ]} ###{""xpath"": [''' //*[contains(@text, ""设置公司地址"") ] and //*[contains(@text, ""小米科技园"")  and contains(@class, ""EditText"") ] ''' ]} "
minimap_16,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,常用地点,hard,8,高德设置一下家的地址为北京大学东门,"{""xpath"": [''' //*[contains(@text, ""家 北京大学"") ] ''' ]}###{""xpath"": [''' //*[contains(@text, ""设置 家庭住址"") ] and //*[contains(@text, ""北京大学"") and contains(@text, ""东门"")  and contains(@class, ""EditText"") ] ''' ]}"
minimap_17,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,附近,medium,5,打开高德地图附近页，看看有没有附件的4s店,"{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""附近"") ]  )   ]  ''' ,  '''//*[contains(@content-desc, ""搜索框"") and (contains(@content-desc, ""4S店"") or contains(@content-desc, ""4s店"") ) ] ''' ]}  "
minimap_18,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,附近,medium,5,进入高德地图附近页，查看周边有哪些医院,"{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""附近"") ]  )   ]  ''' ,  '''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""医院"")  ] ''' ]}  "
minimap_19,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,消息,easy,3,打开高德地图的消息,"{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""消息"") ]  )   ]  '''  ]}  "
qq_0,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,easy,5,打开qq搜索中国矿业大学,"{""xpath"": [ '''//*[contains(@text, ""中国矿业大学"")] and //*[contains(@text, ""用户"")]  and //*[contains(@text, ""群聊"")]  and //*[contains(@text, ""频道"")] ''' ]}"
qq_1,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,easy,5,查看QQ搜索找DND群组,"{""xpath"": [ '''//*[contains(@text, ""DND"")] and //*[contains(@text, ""用户"")]  and //*[contains(@text, ""群聊"")]  and //*[contains(@text, ""频道"")] ''' ]}"
qq_2,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,easy,5,打开QQ搜索找“吓死我了”表情,"{""xpath"": [ '''//*[contains(@text, ""吓死我了"")]   and //*[contains(@text, ""表情"") and @selected=""true""] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""吓死我了"") and contains(@class, ""EditText"")]   and //*[contains(@text, ""表情"") ] ''' ]}"
qq_3,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,easy,3,打开QQ扫一扫,"{""xpath"": [ '''//*[contains(@text, ""扫一扫"") and contains(@content-desc, ""扫码"") ]''' ]}###{""xpath"": [''' //*[contains(@text, ""扫一扫"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
qq_4,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,hard,7,打开QQ添加1098074562为好友,"{""xpath"": [ '''//*[contains(@text, ""绕堤沙"") and contains(@resource-id, ""id/nickname"") ] and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""1098074562"") and contains(@class, ""EditText"") and contains(@content-desc, ""搜索"") ]   and  //*[contains(@text, ""1098074562"") and contains(@class, ""TextView"") and ( following-sibling::*[@text=""已添加""])]  ''' ]}"
qq_5,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,medium,6,打开QQ给绕堤沙发送“早上好”,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"")   ]  and //*[contains(@text, ""早上好"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}"
qq_6,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,medium,6,打开QQ给绕堤沙发送看30s广告即可复活1次,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, ""看30s广告即可复活1次"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}"
qq_7,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,medium,6,打开QQ给绕堤沙发送“事已至此，先吃饭吧”,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, ""事已至此，先吃饭吧"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}"
qq_8,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,7,打开QQ给绕堤沙发送“恭喜发财”的表情包,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ]  and //*[contains(@text, ""恭喜发财"")  and contains(@class, ""EditText"")]  and //*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) ]''']}"
qq_9,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,8,打开QQ给绕堤沙发送相册里的第一张图片,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"")  ]  ''', '''  //*[contains(@text, ""最近照片"")  ] and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''' ]}"
qq_10,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,7,打开QQ给绕堤沙发送一个微笑的emoji,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, "".."")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}"
qq_11,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,medium,6,打开QQ，对绕堤沙戳一戳,"{""xpath"": [ '''  //*[contains(@content-desc, ""戳一戳"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
qq_12,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,9,"打开QQ,将绕堤沙的名片发送给绕堤沙","{""xpath"": [ ''' //*[contains(@text, ""发送给"") ] and  //*[contains(@text, ""绕堤沙"")  ] and  //*[contains(@text, ""绕堤沙"") ] and //*[contains(@text, ""确定"") and contains(@resource-id, ""id/dialogRightBtn"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
qq_13,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,6,打开QQ，将和绕堤沙的聊天设为置顶,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ] ''', '''//*[contains(@text, ""设为置顶"") ] and //*[contains(@text, ""聊天设置"") and contains(@resource-id, ""id/ivTitleName"") ] ''']} "
qq_14,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,8,打开QQ，删除和绕堤沙的聊天记录,"{""xpath"": [ ''' //*[contains(@text, ""绕堤沙"")  ]  and //*[contains(@text, ""聊天设置"")  ]  ''' , ''' //*[contains(@text, ""确定删除本地聊天记录"")   ] and //*[contains(@text, ""确定"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
qq_15,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,medium,5,设置QQ状态为听歌中,"{""xpath"": [ ''' //*[contains(@text, ""听歌中"") and @selected=""true""] ''' ]}"
qq_16,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,medium,5,打开我的qq二维码,"{""xpath"": [ ''' //*[contains(@text, ""我的二维码"")] and //*[contains(@text, ""扫一扫"")] ''' ]}"
qq_17,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,easy,4,查看一下我的QQ钱包,"{""xpath"": ['''//*[contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""钱包"") ]  )   ]  '''  ]}  "
qq_18,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,easy,4,打开QQ我的相册,"{""xpath"": [ '''//*[contains(@text, ""相册"") and contains(@class, ""RadioButton"") ] and //*[contains(@text, ""照片"") and contains(@class, ""RadioButton"") ] and //*[contains(@text, ""视频"") and contains(@class, ""RadioButton"") ]''' ]}"
qq_19,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,hard,8,我要更换QQ模式到关怀模式,"{""xpath"": [ '''  //*[contains(@text, ""开启关怀模式"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
qq_20,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,easy,4,打开QQ的夜间模式,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间"")  ] ) ] ''']} ###{""xpath"": ['''//*[contains(@class, ""widget.RecyclerView"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间模式"") ] ) ] ''']} "
qq_21,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,easy,4,在QQ中查看当地天气,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""当地天气"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""°C"")] and //*[contains(@text, ""湿度"")] ''']}"
qq_22,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,频道,easy,4,看看QQ频道的知识中有哪些内容,"{""xpath"": ['''   //*[contains(@text, ""频道"") and @selected=""true""]   and  //*[contains(@text, ""知识"") and @selected=""true""]  ''' ]}"
qq_23,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,频道,medium,5,打开QQ频道的勋章墙看看。,"{""xpath"": ['''//*[contains(@class, ""QUISingleLineListItem"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""勋章墙"")  ] ) ] ''']}"
qq_24,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,频道,medium,5,我想看看qq频道的个性档案。,"{""xpath"": ['''//*[contains(@class, ""QUISingleLineListItem"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""个性档案"")  ] ) ] ''']}"
qq_25,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,联系人,medium,4,查看QQ我加入的群聊,"{""xpath"": ['''   //*[contains(@text, ""联系人"") and @selected=""true""]   and  //*[contains(@text, ""群聊"") and @selected=""true""]  ''' ]}"
qq_26,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,联系人,medium,4,打开QQ联系人查看群通知,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and contains(@content-desc, ""群通知"") ] ''']} "
qq_27,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,动态,medium,5,打开QQ动态给最新的一条动态点赞,"{""xpath"": ['''   //*[contains(@text, ""动态"") and @selected=""true""]  ''' , '''  //*[contains(@class, ""ImageView"") and @selected=""true""]  ''' ]}"
qq_28,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,动态,hard,6,打开QQ运动查看我的运动勋章,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""运动"")  ] ) ] ''']}"
qq_29,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,动态,medium,4,我想去qq看看朋友们的说说,"{""xpath"": [''' //*[contains(@text, ""说说"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
wuba_0,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,easy,4,在58同城中搜索“文员”工作,"{""xpath"": ['''  //*[contains(@text, ""文员"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags""))  ]   ''' ]}"
wuba_1,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,easy,4,在58同城中搜索上地附近的合租房屋,"""xpath"": ['''  //*[contains(@text, ""上地"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags""))  ]   ''' ,'''  //*[contains(@text, ""租房"")  and (contains(@resource-id, ""id/search_result_count_text"") or contains(@resource-id, ""id/tv_tab_title"") )  ]   ''' ]}"
wuba_2,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,easy,4,在58同城中搜索空调上门安装,"{""xpath"": ['''  //*[contains(@text, ""上门"")  and contains(@text, ""空调"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags"")) ]   ''' ]}"
wuba_3,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,频道,easy,4,在58同城中去租房频道看看合租房源,"{""xpath"": ['''  //*[contains(@text, ""合租房源"")  and contains(@resource-id, ""id/tv_title"")  ]   ''' ]}"
wuba_4,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,频道,hard,8,在58同城的二手房频道看看智学苑小区的绿化率,"{""xpath"": ['''  //*[contains(@text, ""智学苑"")  and contains(@resource-id, ""id/titleTv"")  ]  and //*[contains(@text, ""绿  化  率"")  and contains(@resource-id, ""id/itemKey4"")  ] ''' ]}"
wuba_5,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,hard,7,在58同城中查看二手车小米SU7的具体参数配置,"{""xpath"": ['''  //*[contains(@text, ""参数配置"")  and contains(@resource-id, ""id/title"")  ]  and //*[contains(@text, ""小米SU7"")  and contains(@resource-id, ""id/tv_top_title"")  ] ''' ]}"
wuba_6,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,hard,7,在58同城中查看58官方搬家的收费标准,"{""xpath"": [  '''//*[contains(@text, ""收费标准"")] and //*[contains(@text, ""起步价"")] and //*[contains(@text, ""总费用"")  ]''' ]}"
wuba_7,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,hard,7,在58同城中查看58官方的日常保洁的具体用户评价,"{""xpath"": [  '''//*[contains(@text, ""保洁"")]  ''' ,''' //*[contains(@text, ""总分"")] and //*[contains(@text, ""服务评价"")  ]''' ]}###{""xpath"": [  '''//*[contains(@text, ""日常保洁"")]  and //*[contains(@text, ""家庭保洁"")] and //*[contains(@text, ""评价"")  ]''' ]}"
wuba_8,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,频道,medium,5,在58同城中查看全部服务频道,"{""xpath"": [  '''//*[contains(@text, ""全职工作"")] and //*[contains(@text, ""兼职工作"")] and //*[contains(@text, ""二手房"")] and //*[contains(@text, ""新房"") ]''' ]}###{""xpath"": [  '''//*[contains(@text, ""保洁清洗"")] and //*[contains(@text, ""家电维修"")] and //*[contains(@text, ""搬家"")] and //*[contains(@text, ""保姆"") ]''' ]}"
wuba_9,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,medium,5,打开58同城中租房推荐信息的第一条,"{""xpath"": ['''  //*[contains(@text, ""整租"")] and //*[contains(@text, ""合租"")] and //*[contains(@text, ""推荐"") and @selected=""true""]   and  //*[ contains(@resource-id, ""id/house_zf_item_container"") and bbox_contains_point(@bounds,$point) ]  ''' ]}"
wuba_10,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,easy,7,在58同城中的家具回收服务中选择2~3件桌椅,"{""xpath"": [ '''  //*[contains(@text, ""2～3件"") and (bbox_contains_point(../@bounds,$point) )] ''' ,''' //*[contains(@text, ""桌椅"") and (bbox_contains_point(../@bounds,$point) ) ]   ''' ]}###{""xpath"": [ '''  //*[contains(@content-desc, ""2～3件"") and (bbox_contains_point(../@bounds,$point) )] ''' ,''' //*[contains(@content-desc, ""桌椅"") and (bbox_contains_point(../@bounds,$point) ) ]   ''' ]}"
wuba_11,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,hard,9,在58同城的租房频道筛选合租、主卧的个人房源,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""个人"")  and contains(@resource-id, ""id/select_item_text"")  ] ) ] ''', '''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""主卧"")  and contains(@resource-id, ""id/select_item_text"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""个人"") and bbox_contains_point(../@bounds,$point)] ''', '''//*[contains(@text, ""合租"") and bbox_contains_point(../@bounds,$point)] ''', '''//*[contains(@text, ""主卧"") and bbox_contains_point(../../@bounds,$point)] ''']}"
wuba_12,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,medium,6,帮我在58同城中把当前城市改为合肥,"{""xpath"": ['''  //*[contains(@text, ""合肥"")  and contains(@resource-id, ""id/title"")  ]   ''' ]}"
wuba_13,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,社区,medium,5,查看58同城中社区广场话题榜,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""ngf0afhv__w216_h64"") or contains(@text, ""话题榜"")])]''']}"
wuba_14,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,社区,medium,5,关注58同城中社区广场第一条帖子,"{""xpath"": ['''  //*[contains(@text, ""广场"")   ] and //*[contains(@text, ""推荐"")   ]  and //*[contains(@text, ""附近"")   ]  ''' , '''  //*[contains(@text, ""已关注"")   ]   ''' ]}"
wuba_15,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,消息,easy,4,查看58同城中的未读消息,"{""xpath"": [ '''  //*[contains(@text, ""未读"") and contains(@resource-id, ""id/tv_unread_select"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
wuba_16,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,消息,medium,5,清除58同城中的未读消息,"{""xpath"": [ '''  //*[contains(@text, ""确定"")  and bbox_contains_point(@bounds,$point) ] and //*[contains(@text, ""确定清除全部未读消息"")  ]  ''' ]}"
wuba_17,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,easy,4,看一下58同城中我的粉丝,"{""xpath"": ['''//*[contains(@class, ""view.View"") and (child::*[contains(@text, ""粉丝"")  and contains(@text, ""你"")]) and (following-sibling::*[contains(@class, ""view.View"")  and (child::*[contains(@text, ""全部"") ] ) ])] ''']} ###{""xpath"": [  '''  //*[contains(@text, ""粉丝"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
wuba_18,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,easy,4,看一下58同城中我的钱包,"{""xpath"": [  '''//*[contains(@text, ""我的钱包"")] and //*[contains(@text, ""钱包余额"") and contains(@resource-id, ""id/tv_title"") ] and //*[contains(@text, ""去提现"")  ]''' ]}"
wuba_19,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,easy,4,打开我在58同城中的简历,"{""xpath"": [  '''  //*[contains(@text, ""简历"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
wuba_20,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,easy,4,去58同城打开房贷计算器,"{""xpath"": ['''  //*[contains(@text, ""组合贷"")   ] and //*[contains(@text, ""商业贷"")   ]  and //*[contains(@text, ""公积金贷"")   ]    ''' ]}"
wuba_21,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,easy,4,查看我在58同城中最新的浏览记录,"{""xpath"": ['''  //*[contains(@text, ""全部类别"")  and contains(@resource-id, ""id/cate_select"") ]    and //*[contains(@text, ""浏览记录"")   ]    ''' ]}"
wuba_22,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,easy,4,联系一下58同城的客服,"{""xpath"": [  '''  //*[contains(@text, ""客服"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
wuba_23,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,hard,6,去58同城打开长辈模式,"{""xpath"": [ '''  //*[contains(@text, ""开启长辈模式"") and contains(@resource-id, ""id/switch_elder"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
wuba_24,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,hard,9,去58同城关闭首页视频自动播放,"{""xpath"": [''' //*[contains(@text, ""自动播放设置"")] and  //*[contains(@text, ""关闭"") ]  and //*[contains(@text, ""首页视频直播自动播放设置"") ]  ''']} "
wuba_25,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,hard,6,去58同城看一下它的资质协议,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""资质协议"")  ] )  ] ''']} "
wuba_26,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,10,去58同城将我目前的状态更换为随便看看,"{""xpath"": ['''  //*[contains(@text, ""状态"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""随便看看"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}"
wuba_27,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,11,去58同城将我的性别修改为女,"{""xpath"": ['''  //*[contains(@text, ""我是"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""女"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}"
wuba_28,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,6,去58同城打开我的认证,"{""xpath"": [''' //*[contains(@text, ""认证中心"")] and //*[contains(@text, ""个人认证"")] and //*[contains(@text, ""企业认证"")]''' ]}"
wuba_29,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,6,去58同城打开任务中心,"{""xpath"": [  '''//*[contains(@text, ""任务中心"")] and //*[contains(@text, ""每日任务"")] and //*[contains(@text, ""规则"")  ]''' ]}"
tonghuashun_0,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,medium,5,在同花顺看一下小米集团的当前股价,"{""xpath"": [''' //*[contains(@text, ""小米集团"") and contains(@resource-id, ""id/navi_title_text"") ]  ''' ]}"
