task_identifier,task_app,apk,task_app_CHN,adb_home_page,goal,functional_point,difficulty_level,golden_steps,key_nodes
fcatfreader_2,fcatfreader,fcatfreader_7.76.apk,七猫免费小说,com.kmxs.reader/com.km.app.home.view.LoadingActivity,去七猫免费小说关闭音量键翻页,设置,hard,6,"{""xpath"": ['''//*[contains(@text, ""音量键翻页"") and (following-sibling::*[contains(@class, ""Button"") and @checkable=""true"" and @checked=""false"" ]) ] ''']}"
fcatfreader_3,fcatfreader,fcatfreader_7.76.apk,七猫免费小说,com.kmxs.reader/com.km.app.home.view.LoadingActivity,去七猫免费小说关闭个性化书籍推荐,设置,hard,8,"{""xpath"": ['''//*[contains(@text, ""个性化书籍推荐"")]  and //*[contains(@class, ""Button"") and @checkable=""true"" and @checked=""false"" ] and //*[contains(@text, ""隐私设置"") and contains(@resource-id, ""id/tb_center_name"")] ''']}"
fcatfreader_4,fcatfreader,fcatfreader_7.76.apk,七猫免费小说,com.kmxs.reader/com.km.app.home.view.LoadingActivity,查看七猫免费小说里我的浏览历史,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""浏览历史"") and contains(@resource-id, ""id/tb_center_name"")] ''' ]}"
jinjiang_0,jinjiang,jinjiang_6.6.7.apk,晋江小说阅读,com.jjwxc.reader/.AppPrivacyActivity,打开晋江小说的言情月度排行榜,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""月度排行榜"") and contains(@resource-id, ""id/title_name"")] and //*[contains(@text, ""言情-"")] ''' ]}"
jinjiang_1,jinjiang,jinjiang_6.6.7.apk,晋江小说阅读,com.jjwxc.reader/.AppPrivacyActivity,去晋江收藏完结金榜里的第一本书,频道,medium,6,"{""xpath"": ['''//*[contains(@text, ""完结"") and contains(@resource-id, ""id/btn_main_title"")] and //*[contains(@text, ""完结金榜"")] ''' , ''' //*[contains(@text, ""收藏"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
jinjiang_2,jinjiang,jinjiang_6.6.7.apk,晋江小说阅读,com.jjwxc.reader/.AppPrivacyActivity,去晋江打开衍生季度排行榜的第一本书的作者专栏,频道,medium,6,"{""xpath"": ['''//*[contains(@text, ""季度排行榜"") and contains(@resource-id, ""id/title_name"")] and //*[contains(@text, ""衍生-"")] ''' , '''//*[contains(@text, ""作者专栏"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
jinjiang_3,jinjiang,jinjiang_6.6.7.apk,晋江小说阅读,com.jjwxc.reader/.AppPrivacyActivity,去晋江查看开端的作者是谁,搜索,easy,5,"{""xpath"": ['''//*[contains(@text, ""开端"")]  and //*[contains(@text, ""祈祷君"")]  ''' ]}"
jinjiang_4,jinjiang,jinjiang_6.6.7.apk,晋江小说阅读,com.jjwxc.reader/.AppPrivacyActivity,去晋江将主题色设置为黑白,设置,hard,8,"{""xpath"": ['''//*[contains(@text, ""主题"") and contains(@resource-id, ""id/btn_main_title"")] and //*[contains(@text, ""黑白"") and @checkable=""true"" and @checked=""true""] ''' ]}"
qidian_0,qidian,qidian_7.9.417.apk,起点读书-看小说漫画读听书神器,com.qidian.QDReader/.ui.activity.SplashActivity,去起点打开诡秘之主,搜索,easy,6,"{""xpath"": ['''//*[contains(@text, ""诡秘之主"") and contains(@resource-id, ""id/booksview_activity_search_edittext"")]  ''' ]}"
qidian_1,qidian,qidian_7.9.417.apk,起点读书-看小说漫画读听书神器,com.qidian.QDReader/.ui.activity.SplashActivity,去起点把绍宋加入书架,搜索,easy,6,"{""xpath"": ['''//*[contains(@text, ""绍宋"") and contains(@resource-id, ""id/booksview_activity_search_edittext"")]  ''', '''//*[contains(@text, ""已在书架"") ]  or //*[contains(@text, ""加入书架"") and bbox_contains_point(@bounds,$point) ] '''  ]}"
qidian_2,qidian,qidian_7.9.417.apk,起点读书-看小说漫画读听书神器,com.qidian.QDReader/.ui.activity.SplashActivity,去起点查看三体的作者,搜索,easy,5,"{""xpath"": ['''//*[contains(@text, ""三体"") and contains(@resource-id, ""id/booksview_activity_search_edittext"")] and //*[contains(@text, ""刘慈欣"")]  ''' ]}"
qidian_3,qidian,qidian_7.9.417.apk,起点读书-看小说漫画读听书神器,com.qidian.QDReader/.ui.activity.SplashActivity,去起点将我的阅读偏好设置为男生武侠,设置,hard,9,"{""xpath"": ['''//*[contains(@content-desc, ""阅读偏好"")]  and //*[contains(@content-desc, ""武侠"")] and //*[contains(@content-desc, ""男生"") and @selected=""true"" ]  ''' ]}"
qidian_4,qidian,qidian_7.9.417.apk,起点读书-看小说漫画读听书神器,com.qidian.QDReader/.ui.activity.SplashActivity,去起点关闭音量键翻页,设置,hard,6,"{""xpath"": [''' //*[contains(@text, ""音量键翻页"")] and //*[contains(resource-id, ""id/scKeyPage"") and @checkable=""true"" and @checked=""false""] ''' ]}"
smart360_0,smart360,smart360_2.12.1.apk,360智慧生活,com.qihoo.smart/com.qihoo.main.defaultSplash,在360智慧生活查看我的使用记录,我的,easy,4,"{""xpath"": ['''//*[contains(@content-desc, ""使用记录"") and bbox_contains_point(@bounds,$point) ]''']}"
smart360_1,smart360,smart360_2.12.1.apk,360智慧生活,com.qihoo.smart/com.qihoo.main.defaultSplash,在360智慧生活中把一个32G的360智能摄像头加入购物车,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""360智能摄像头"") and contains(@resource-id, ""common_headview_title"")]''',  '''//*[contains(@text, ""已选"") and contains(@text, ""32G"")]  and //*[contains(@class, ""widget.Button"")  and contains(@text, ""加入购物车"") and bbox_contains_point(@bounds,$point)  ]''']}"
smart360_2,smart360,smart360_2.12.1.apk,360智慧生活,com.qihoo.smart/com.qihoo.main.defaultSplash,在360智慧生活查看人物识别的功能介绍,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""人物识别"") and contains(@class, ""android.view.View"")] and //*[contains(@text, ""功能介绍"") and contains(@class, ""android.view.View"")] ''']}###{""xpath"": ['''//*[contains(@content-desc, ""人物识别"")  and bbox_contains_point(@bounds,$point) ] ''']}"
smart360_3,smart360,smart360_2.12.1.apk,360智慧生活,com.qihoo.smart/com.qihoo.main.defaultSplash,在360智慧生活查看电话服务热线号码,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""360智慧生活服务热线"")] and //*[contains(@resource-id, ""activity_about_customer_phone_num"")]''']}###{""xpath"": ['''//*[contains(@text, ""360智慧生活服务热线"")] and //*[contains(@text, ""联系我们"")]''']}"
smart360_4,smart360,smart360_2.12.1.apk,360智慧生活,com.qihoo.smart/com.qihoo.main.defaultSplash,在360智慧生活查看一下购物车,频道,easy,3,"{""xpath"": ['''//*[contains(@text, ""购物车"") and contains(@resource-id, ""common_headview_title"") ] ''']}"
kuwomusic_0,kuwomusic,kuwomusic_11.3.2.0.apk,酷我音乐,cn.kuwo.player/.activities.EntryActivity,在酷我音乐里，搜索歌曲“红色高跟鞋”并且播放,搜索,easy,4,"{""xpath"": ['''//*[contains(@text, ""红色高跟鞋"") and contains(@resource-id, ""id/search_bar_et"")]    ''']}"
kuwomusic_1,kuwomusic,kuwomusic_11.3.2.0.apk,酷我音乐,cn.kuwo.player/.activities.EntryActivity,在酷我音乐里，打开每日推荐榜单，并点击全部播放,频道,easy,3,"{""xpath"": ['''//*[contains(@text, ""全部播放"")  and bbox_contains_point(../../@bounds,$point) ]  and //*[contains(@text, ""选集"")]  ''']}"
kuwomusic_2,kuwomusic,kuwomusic_11.3.2.0.apk,酷我音乐,cn.kuwo.player/.activities.EntryActivity,在酷我音乐里，去把最近播放的历史记录删除,我的,medium,4,"{""xpath"": [ '''//*[(contains(@text, ""确认删除"")  or  contains(@text, ""确定清除"") ) and contains(@text, ""歌曲"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [''' //*[ contains(@resource-id, ""id/main_title"") and contains(@text, ""最近播放"") ]  and //*[contains(@text, ""您还没有最近播放歌曲"")] ''' ]}"
kuwomusic_3,kuwomusic,kuwomusic_11.3.2.0.apk,酷我音乐,cn.kuwo.player/.activities.EntryActivity,在酷我音乐里，我想收藏周杰伦的歌曲搁浅,搜索,medium,4,"{""xpath"": ['''//*[contains(@text, ""搁浅"") and contains(@resource-id, ""music_name"")]   and //*[contains(@text, ""周杰伦"") and contains(@resource-id, ""music_desc"")]   and //*[contains(@resource-id, ""music_search_fav"")] ''']}"
kuwomusic_4,kuwomusic,kuwomusic_11.3.2.0.apk,酷我音乐,cn.kuwo.player/.activities.EntryActivity,在酷我音乐里，我想使用“听歌识曲”功能,我的,hard,4,"{""xpath"": ['''//*[contains(@text, ""听歌识曲"")  and @checkable=""true"" and @checked=""true"" ]''']}"
weitdy_0,weitdy,weitdy_1.0.73.apk,监控管家,com.weitdy.client/com.ajv.ac18pro.module.splash.SplashActivity,在监控管家查看用户二维码,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""用户二维码"") and contains(@resource-id, ""id/toolbar_title"")] ''']}"
weitdy_1,weitdy,weitdy_1.0.73.apk,监控管家,com.weitdy.client/com.ajv.ac18pro.module.splash.SplashActivity,在监控管家生成云ID授权码,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""云ID授权码生成"") and contains(@resource-id, ""id/toolbar_title"")] ''']}"
weitdy_2,weitdy,weitdy_1.0.73.apk,监控管家,com.weitdy.client/com.ajv.ac18pro.module.splash.SplashActivity,在监控管家搜索局域网设备,频道,medium,5,"{""xpath"": ['''//*[contains(@text, ""设备列表"") and contains(@resource-id, ""id/toolbar_title"")] ''']}"
weitdy_3,weitdy,weitdy_1.0.73.apk,监控管家,com.weitdy.client/com.ajv.ac18pro.module.splash.SplashActivity,打开监控管家用户反馈，要反应问题,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""用户反馈"") and contains(@resource-id, ""id/toolbar_title"")] ''']}"
weitdy_4,weitdy,weitdy_1.0.73.apk,监控管家,com.weitdy.client/com.ajv.ac18pro.module.splash.SplashActivity,在监控管家生成NVR临时登录密码,我的,hard,5,"{""xpath"": ['''//*[contains(@resource-id, ""id/llMakeTempPsw"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""生成NVR临时登录密码"") ])] ''']}"
zhipuai_0,zhipuai,zhipuai_3.1.3.apk,智谱清言,com.zhipuai.qingyan/.MainActivity,将智谱清言的外观设置为亮色,设置,hard,7,"{""xpath"": ['''//*[contains(@resource-id, ""darkmode"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""外观"")])]''', '''//*[contains(@text, ""亮色"")]''' ]}"
zhipuai_1,zhipuai,zhipuai_3.1.3.apk,智谱清言,com.zhipuai.qingyan/.MainActivity,打开智谱清言中的海龟汤智能体,搜索,hard,7,"{""xpath"": ['''//*[contains(@text, ""海龟汤"") and contains(@resource-id, ""id/tv_title"")] ''']}"
zhipuai_2,zhipuai,zhipuai_3.1.3.apk,智谱清言,com.zhipuai.qingyan/.MainActivity,打开智谱清言的AI画图画一张动漫风的萨摩耶,频道,hard,7,"{""xpath"": ['''//*[contains(@text, ""AI画图"") and contains(@resource-id, ""id/tv_title"")] and //*[contains(@resource-id, ""row-question"") and (child::*[contains(@text, ""萨摩耶"") and contains(@text, ""动漫"")  ])] ''']}"
zhipuai_3,zhipuai,zhipuai_3.1.3.apk,智谱清言,com.zhipuai.qingyan/.MainActivity,打开智谱清言中我的订单,我的,easy,5,"{""xpath"": ['''//*[contains(@text, ""我的订单"") and contains(@resource-id, ""id/tv_cwebview_title"")] ''']}"
zhipuai_4,zhipuai,zhipuai_3.1.3.apk,智谱清言,com.zhipuai.qingyan/.MainActivity,通过智谱清言将我很期待在明天见到你翻译成英语,频道,medium,5,"{""xpath"": ['''//*[contains(@text, ""我很期待在明天见到你"") ] and //*[contains(@text, ""I am looking forward to seeing you tomorrow"") ] ''']}"
cbn_0,cbn,cbn_2.0.2.apk,中国广电,com.ai.obc.cbn.app/.ui.other.activity.SplashActivity,帮我联系一下中国广电的客服,我的,easy,3,"{""xpath"": ['''//*[contains(@text, ""与中国广电交谈中"") and contains(@resource-id, ""title"")] ''']}"
cbn_1,cbn,cbn_2.0.2.apk,中国广电,com.ai.obc.cbn.app/.ui.other.activity.SplashActivity,在中国广电中查询“乐活卡”套餐,搜索,easy,5,"{""xpath"": ['''//*[contains(@text, ""乐活卡"") and contains(@resource-id, ""id/batch_action_title"")] ''']}"
cbn_2,cbn,cbn_2.0.2.apk,中国广电,com.ai.obc.cbn.app/.ui.other.activity.SplashActivity,在中国广电中查询带有520号码的卡,搜索,easy,4,"{""xpath"": ['''//*[contains(@text, ""号卡专区"") and contains(@class, ""TextView"")] and  //*[contains(@text, ""520"") and contains(@class, ""EditText"")]  ''']}"
cbn_3,cbn,cbn_2.0.2.apk,中国广电,com.ai.obc.cbn.app/.ui.other.activity.SplashActivity,把中国广电“号卡专区”位置改为山西省太原市,频道,hard,7,"{""xpath"": ['''//*[contains(@text, ""号卡专区"") and contains(@class, ""TextView"")] and  //*[contains(@text, ""太原市"") and contains(@class, ""TextView"")]  ''']}"
cbn_4,cbn,cbn_2.0.2.apk,中国广电,com.ai.obc.cbn.app/.ui.other.activity.SplashActivity,查看中国广电终端适配小米13的设置流程,设置,medium,5,"{""xpath"": ['''//*[contains(@text, ""小米13"") and bbox_contains_point(@bounds,$point) ]''']}"
newhope_0,newhope,newhope_4.0.6.apk,有我看家,com.hopeway.cam.newhope/com.hw.NewEntranceActivity,打开有我看家的接收警报通知,设置,medium,5,"{""xpath"": ['''//*[contains(@resource-id, ""switch_alarm"") and @checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""接收报警通知"")])]''']}###{""xpath"": ['''//*[contains(@resource-id, ""tv_permission_title"") and contains(@text, ""允许通知"") and (preceding-sibling::*[contains(@text, ""已开启"")])]''']}"
newhope_1,newhope,newhope_4.0.6.apk,有我看家,com.hopeway.cam.newhope/com.hw.NewEntranceActivity,查看有我看家的个人信息收集清单的设备使用信息,设置,hard,7,"{""xpath"": ['''//*[contains(@text, ""个人信息收集清单"") and contains(@resource-id, ""id/id_title_tv"") ]  and //*[contains(@text, ""展示的为近1年的收集数据"")]  ''']}"
newhope_2,newhope,newhope_4.0.6.apk,有我看家,com.hopeway.cam.newhope/com.hw.NewEntranceActivity,查看有我看家的版本号,设置,easy,4,"{""xpath"": ['''//*[contains(@text, ""有我看家"") and contains(@resource-id, ""id/id_app_name_tv"")] and //*[contains(@text, ""版本号"") and contains(@resource-id, ""id/id_version_tv"")] ''']}"
newhope_3,newhope,newhope_4.0.6.apk,有我看家,com.hopeway.cam.newhope/com.hw.NewEntranceActivity,查看有我看家的云录像,我的,easy,3,"{""xpath"": ['''//*[contains(@text, ""云录像"") and contains(@resource-id, ""id/tv_tf_replay"") ]  ''']}"
newhope_4,newhope,newhope_4.0.6.apk,有我看家,com.hopeway.cam.newhope/com.hw.NewEntranceActivity,查看有我看家的隐私政策,设置,medium,5,"{""xpath"": ['''//*[contains(@text, ""WebBrowser"") and contains(@resource-id, ""id/id_title_tv"")] and //*[contains(@text, ""隐私政策"") and contains(@resource-id, ""toc_0"")] ''']}"
vipshop_0,vipshop,vipshop_9.53.7.apk,唯品会,com.achievo.vipshop/.activity.LodingActivity,今天忘记签到了，帮我在唯品会签到一下,我的,medium,6,"{""xpath"": ['''//*[contains(@text, ""签到"") and bbox_contains_point(@bounds,$point)] ''']}###{""xpath"": ['''//*[contains(@text, ""今天已签到"")]''']}"
vipshop_1,vipshop,vipshop_9.53.7.apk,唯品会,com.achievo.vipshop/.activity.LodingActivity,想购物了，帮我看看我有没有唯品会的优惠券,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""优惠券"") and contains(@resource-id, ""vipshop:id/title"")] and //*[contains(@text, ""排序"") ]  and //*[contains(@text, ""类型"") ]  and //*[contains(@text, ""历史优惠券"") ] ''']}"
vipshop_2,vipshop,vipshop_9.53.7.apk,唯品会,com.achievo.vipshop/.activity.LodingActivity,我想看一下唯品会里爱国者照相机,搜索,hard,8,"{""xpath"": ['''//*[contains(@content-desc, ""照相机"") and contains(@content-desc, ""搜索"") and contains(@resource-id,""com.achievo.vipshop:id/button"")] and (//*[contains(@content-desc, ""爱国者"") and contains(@resource-id,""com.achievo.vipshop:id/button"")] or //*[contains(@text, ""爱国者"") and contains(@class,""android.widget.TextView"")])''']}"
vipshop_3,vipshop,vipshop_9.53.7.apk,唯品会,com.achievo.vipshop/.activity.LodingActivity,我想看唯品会女式T恤的热销榜,频道,hard,8,"{""xpath"": ['''//*[contains(@text, ""排行榜"") and contains(@class, ""WebView"")]  and //*[contains(@text, ""女式T恤榜"") and contains(@class, ""view.View"")]  and //*[contains(@text, ""热销榜"") and contains(@class, ""TextView"")]''']}"
vipshop_4,vipshop,vipshop_9.53.7.apk,唯品会,com.achievo.vipshop/.activity.LodingActivity,昨晚在唯品会看的一个店铺忘记叫什么了，看一下我的足迹,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""我的足迹"") and contains(@resource-id, ""tab_hide_text"")] ''']}"
youpin_0,youpin,youpin_5.31.0.apk,小米有品,com.xiaomi.youpin/.activity.SplashActivity,在小米有品中把12GB+256GB黑色小米15手机加入到购物车,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""已选"") and contains(@text, ""+256"") and contains(@text, ""12"") and contains(@text, ""黑"")]  and //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (descendant::*[contains(@text, ""确定"")])]''']}"
youpin_1,youpin,youpin_5.31.0.apk,小米有品,com.xiaomi.youpin/.activity.SplashActivity,帮我查看在小米有品的红包,我的,easy,4,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的红包"")  and contains(@resource-id, ""id/tv_item_title"") ])]''']}"
youpin_2,youpin,youpin_5.31.0.apk,小米有品,com.xiaomi.youpin/.activity.SplashActivity,帮我看一下小米有品的浏览记录,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""浏览记录"")  and contains(@resource-id, ""id/tv_item_title"") and bbox_contains_point(../@bounds,$point) ] ''']}"
youpin_3,youpin,youpin_5.31.0.apk,小米有品,com.xiaomi.youpin/.activity.SplashActivity,在小米有品中下单一台空气净化器,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""空气净化器"")]  and //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""立即购买"")])]''',   ''' //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""确定"")])]''']}"
youpin_4,youpin,youpin_5.31.0.apk,小米有品,com.xiaomi.youpin/.activity.SplashActivity,清空我在小米有品的购物车,频道,medium,6,"{""xpath"": ['''//*[contains(@text, ""全选"")]  and //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""删除"")])]''' ]}###{""xpath"": ['''//*[contains(@text, ""购物车"") ] and //*[contains(@text, ""目前没有添加商品"")]''']}"
yonghui_0,yonghui,yonghui_11.6.0.1.apk,永辉生活,cn.yonghui.hyd/.DefaultAlias,在永辉生活中帮我把“乐事番茄味薯片”加入购物车,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""乐事"") and contains(@text, ""番茄"") and contains(@resource-id, ""title_name"")] and //*[(contains(@resource-id, ""add_cart"") or contains(@resource-id, ""AddCart"") ) and bbox_contains_point(@bounds,$point)]''']}"
yonghui_1,yonghui,yonghui_11.6.0.1.apk,永辉生活,cn.yonghui.hyd/.DefaultAlias,在永辉生活中，打开消息中心,消息,easy,3,"{""xpath"": ['''//*[contains(@text, ""消息中心"") and contains(@resource-id, ""id/tv_title"") ] ''']}"
yonghui_2,yonghui,yonghui_11.6.0.1.apk,永辉生活,cn.yonghui.hyd/.DefaultAlias,我想看一下在永辉生活中“Apple”有什么商品,搜索,easy,4,"{""xpath"": ['''//*[ contains(@resource-id, ""id/search_value"") and (contains(@text, ""Apple"") or contains(@text, ""apple"") ) ] ''']}###{""xpath"": ['''//*[ contains(@resource-id, ""title_name"") and (contains(@text, ""Apple"") or contains(@text, ""apple"") ) ] ''']}"
yonghui_3,yonghui,yonghui_11.6.0.1.apk,永辉生活,cn.yonghui.hyd/.DefaultAlias,在永辉生活中查看一下水果红颜草莓的详情页,搜索,medium,6,"{""xpath"": ['''//*[contains(@text, ""红颜"") and contains(@text, ""草莓"") and contains(@resource-id, ""id/tv_title"") ] ''']}"
yonghui_4,yonghui,yonghui_11.6.0.1.apk,永辉生活,cn.yonghui.hyd/.DefaultAlias,看一下永辉生活中销量最高的面膜是哪款呢,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""面膜"") and contains(@resource-id, ""id/search_title_name"") ] and //*[contains(@resource-id, ""id/salesFilterBtn"") and contains(@text, ""销量"")  and bbox_contains_point(@bounds,$point)] ''']}"
vmall_0,vmall,vmall_1.25.5.300.apk,华为商城,com.vmall.client/.splash.fragment.SplashActivity,我想关注华为商城的华为商城账号,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""华为商城"") and contains(@resource-id, ""txt_user_name"")] and //*[contains(@text, ""已关注"") and contains(@resource-id, ""follow_text"")]''']}"
vmall_1,vmall,vmall_1.25.5.300.apk,华为商城,com.vmall.client/.splash.fragment.SplashActivity,在华为商城查看我的待收货订单,我的,easy,5,"{""xpath"": ['''//*[contains(@text, ""订单中心"") and contains(@resource-id, ""txt_left_title"")] and //*[contains(@class, ""view.View"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""待收货"")])]''']}"
vmall_2,vmall,vmall_1.25.5.300.apk,华为商城,com.vmall.client/.splash.fragment.SplashActivity,查看华为商城最新的商城公告,设置,medium,5,"{""xpath"": ['''//*[contains(@text, ""商城公告"") and contains(@resource-id, ""txt_left_title"")]  ''']}"
vmall_3,vmall,vmall_1.25.5.300.apk,华为商城,com.vmall.client/.splash.fragment.SplashActivity,查看在华为商城的平板的爆款推荐,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""平板"")]  and //*[contains(@text, ""爆款推荐"")]  and //*[contains(@text, ""MatePad"")] ''']}"
vmall_4,vmall,vmall_1.25.5.300.apk,华为商城,com.vmall.client/.splash.fragment.SplashActivity,在华为商城中把1TB黑色Mate 70手机加入到购物车,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""已选"") and contains(@text, ""1TB"") and contains(@text, ""黑"")] and //*[contains(@text, ""Mate 70"")]  and //*[contains(@class, ""ViewGroup"") and contains(@content-desc, ""加入购物车"") and bbox_contains_point(@bounds,$point) ]''']}"
xiaomishop_0,xiaomishop,xiaomishop_5.41.0.apk,小米商城,com.xiaomi.shop/.activity.MainTabActivity,去小米商城打开小米手环10的商品页,搜索,easy,5,"{""xpath"": ['''//*[contains(@text, ""小米手环10"")]  and //*[contains(@text, ""加入购物车"")]  and //*[contains(@text, ""立即购买"")]  ''' ]}"
xiaomishop_1,xiaomishop,xiaomishop_5.41.0.apk,小米商城,com.xiaomi.shop/.activity.MainTabActivity,去小米商城查看1.5匹小米空调的价格,搜索,easy,5,"{""xpath"": ['''//*[contains(@text, ""小米空调"") and contains(@text, ""1.5匹"")]  and //*[contains(@text, ""加入购物车"")]  and //*[contains(@text, ""立即购买"")]  ''' ]}###{""xpath"": ['''//*[contains(@text, ""小米空调"") and contains(@text, ""1.5匹"") and contains(@resource-id, ""id/product_title"")]   ''' ]}"
xiaomishop_2,xiaomishop,xiaomishop_5.41.0.apk,小米商城,com.xiaomi.shop/.activity.MainTabActivity,去小米商城把1台白色小米15Pro加入购物车,搜索,hard,9,"{""xpath"": [ '''  //*[contains(@text, ""Xiaomi 15 Pro"") and contains(@text, ""白色"") ] and (  //*[contains(@text, ""到货通知"") ]  or //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ])'''  ]}"
xiaomishop_3,xiaomishop,xiaomishop_5.41.0.apk,小米商城,com.xiaomi.shop/.activity.MainTabActivity,去小米商城把1台1TB的蓝色红米K80加入购物车,搜索,hard,10,"{""xpath"": [ '''  //*[contains(@text, ""REDMI K80"") and contains(@text, ""蓝"")  and contains(@text, ""1TB"") ]  and ( //*[contains(@text, ""到货通知"") ]  or //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ) '''  ]}"
xiaomishop_4,xiaomishop,xiaomishop_5.41.0.apk,小米商城,com.xiaomi.shop/.activity.MainTabActivity,去小米商城查看610L的冰箱的买家秀,搜索,hard,7,"{""xpath"": [ '''  //*[contains(@text, ""冰箱"") and contains(@text, ""610L"") ]  ''' , '''   //*[contains(@text, ""买家秀"") ]  and //*[contains(@text, ""评论"") ] '''  ]}"
motorfans_0,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,在摩托范帮我搜索RR660S摩托车,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""RR660S"") and contains(@class, ""EditText"")] ''']}###{""xpath"": ['''//*[contains(@text, ""RR660S"") and contains(@resource-id, ""text_title"")] ''']}"
motorfans_1,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,帮我删除摩托范的全部历史搜索记录,搜索,medium,5,"{""xpath"": [ '''//*[contains(@text, ""确认删除全部历史记录"")] and //*[contains(@text, ""确认"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
motorfans_2,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,帮我打开摩托范里1万以下的摩托车列表,频道,hard,7,"{""xpath"": [ '''//*[contains(@text, ""1万以下"")  and bbox_contains_point(@bounds,$point) ] ''' , '''//*[contains(@text, ""车型符合条件"")  and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""1万以下"")  and bbox_contains_point(@bounds,$point) ] ''' , '''//*[contains(@text, ""条件选车"") ]  and //*[contains(@text, ""1万以下"") ]  ''' ]}"
motorfans_3,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,帮我查看摩托范的跑车排行榜,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""跑车"") and  contains(@resource-id, ""id/tab_popular"") and @checkable=""true"" and @checked=""true"" ]''']}"
motorfans_4,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,在摩托范帮我查看附近摩友,附近,easy,3,"{""xpath"": ['''//*[contains(@resource-id, ""id/item_top_container"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""附近摩友"") and contains(@resource-id, ""id/item_top_name"")])]''']}###{""xpath"": [ '''//*[contains(@text, ""附近摩友"")  ] ''' , '''//*[contains(@text, ""全部"") ]  and //*[contains(@text, ""男生"") ] and //*[contains(@text, ""女生"") ]  ''' ]}"
zeekrlife_0,zeekrlife,zeekrlife_4.9.11.apk,极氪,com.zeekrlife.mobile/com.zeekrlife.main.SplashActivity,在极氪上查看一下离我最近的充电桩充一度电多少钱,频道,medium,6,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""充电地图"")])]''']}"
zeekrlife_1,zeekrlife,zeekrlife_4.9.11.apk,极氪,com.zeekrlife.mobile/com.zeekrlife.main.SplashActivity,我想在极氪上看一下极氪001的参数配置,频道,medium,5,"{""xpath"": ['''//*[contains(@text, ""参数配置"") and contains(@resource-id, ""id/title_tv"") ] and //*[contains(@text, ""ZEEKR 001"")] ''']}"
