task_identifier,task_app,apk,task_app_CHN,adb_home_page,goal,functional_point,difficulty_level,golden_steps,key_nodes,Reset,reset_steps,reset_query,reset_xpath
motorfans_0,motorfans,motorfans_3.65.00.apk,摩托范,com.jdd.motorfans/.modules.splash.SplashActivity,在摩托范帮我搜索RR660S摩托车,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""RR660S"") and contains(@class, ""EditText"")] ''']}###{""xpath"": ['''//*[contains(@text, ""RR660S"") and contains(@resource-id, ""text_title"")] ''']}",Search,,去摩托范清空搜索记录。步骤如下：1. 打开摩托范，点击首页顶部的搜索框。2.在搜索页中的历史搜索那一栏右侧有一个垃圾桶按钮，这代表着清空搜索记录，点击这个垃圾桶按钮。3. 在弹出的“确认删除全部历史记录”的弹窗中，点击“确认”按钮。如果没有历史搜索那一栏，视为任务完成。按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""确认删除全部历史记录"")] and //*[contains(@text, ""确认"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": ['''  //*[ contains(@class, ""EditText"") ] and //*[contains(@text, ""热门搜索"")] and not(//*[contains(@text, ""历史搜索"")] ) ''' ]}"
autohome_2,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,在汽车之家中查一下奥迪二手车信息,搜索,easy,4,"{""xpath"": [''' //*[contains(@text, ""二手车大全"")] and //*[contains(@text, ""奥迪"")   and (following-sibling::*[contains(@text, ""万首付"")])]''']}",Search,,去汽车之家清空搜索记录。步骤如下：1. 打开汽车之家，点击首页顶部的搜索框。2.在搜索页中的搜索历史那一栏右侧有一个垃圾桶按钮，这代表着清空搜索记录，点击这个垃圾桶按钮。3. 在展开项目中，点击“全部删除”按钮。 4. 在弹出的“是否删除全部搜索历史”的弹窗中，点击“删除”按钮。如果没有历史搜索那一栏，视为任务完成。按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""是否删除全部搜索历史"")] and //*[contains(@text, ""删除"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": ['''  //*[ contains(@class, ""EditText"") ] and //*[contains(@text, ""猜你想选"")] and not(//*[contains(@text, ""搜索历史"")] ) ''' ]}"
htinns_0,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,帮我关闭华住会信息通知,设置,hard,7,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""信息通知"")])]''']}",Need,,帮我打开华住会信息通知。步骤如下：1. 打开华住会，点击首页右下角的“会员”按钮，进入个人中心页面。 2. 点击页面右上角的齿轮状的设置按钮，进入设置页。3. 点击“消息通知”选项。 4. 观察“促销信息通知”右侧的滑块，点击滑块让它处于开启状态，完成任务。按照以上步骤打开信息通知,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""信息通知"")])]''']}"
htinns_2,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,把我在华住会的位置定位到北京大兴区,地点,medium,6,"{""xpath"": ['''//*[@content-desc=""北京"" and contains(@class, ""ViewGroup"") and following-sibling::*[contains(@content-desc, ""大兴"")] ]''']}",Need,,把我在华住会的位置定位到上海。步骤如下：1. 打开华住会，点击首页中部的位置按钮，这个按钮显示的是一个城市的名字，在日期的上面，在“位置/品牌/酒店”输入框的左边，点击这个呈现城市名字的按钮打开位置定位弹窗。 2. 点击位置定位弹窗中的输入框。3. 在输入框里面输入上海。 4. 在搜索结果中选中上海市，完成任务。按照以上步骤把位置定位到上海,"{""xpath"": ['''//*[@content-desc=""上海"" and contains(@class, ""ViewGroup"") ]''']}"
ivwen_0,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,“万事发生皆有利于我”我想用这句话作美篇个签，可以帮我修改一下吗？,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""签名"") and (descendant::*[@text=""万事发生皆有利于我""] or following-sibling::*[@text=""万事发生皆有利于我""])] ''']}",Need,,去美篇清空我的个人签名。步骤如下：1. 打开美篇，点击首页底部的“我的”按钮，进入个人中心。2.在个人中心页面的左上部分，点击“资料”按钮，编辑个人资料。3. 在资料页中，点击个性签名选项。 4. 在“个人签名”页中，删除当前的个人签名。 5. 点击完成按钮，任务完成。按照以上步骤清空我的个人签名,"{""xpath"": ['''//*[contains(@text, ""签名"") and (descendant::*[@text=""未填写""] or following-sibling::*[@text=""未填写""])] ''']}"
ivwen_2,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,我的生日是1999年1月1日，性别女，帮我填写一下美篇资料,我的,hard,8,"{""xpath"": ['''//*[contains(@text, ""生日"") and (following-sibling::*[contains(@text, ""1999-01-01"") and contains(@resource-id, ""text_birthday"")  ]) ] and //*[contains(@text, ""性别"") and (following-sibling::*[contains(@text, ""女"") and contains(@resource-id, ""text_gender"")  ]) ] ''']}",Need,,去美篇将我的性别设置为男。步骤如下：1. 打开美篇，点击首页底部的“我的”按钮，进入个人中心。2.在个人中心页面的左上部分，点击“资料”按钮，编辑个人资料。3. 在资料页中，点击性别选项。 4. 在“性别”弹窗中，选择“男”选项。按照以上步骤将我的性别设置为男,"{""xpath"": ['''//*[contains(@text, ""性别"") and (following-sibling::*[contains(@text, ""男"") and contains(@resource-id, ""text_gender"")  ]) ] ''']}"
hsj_1,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,打开画世界，帮我把性别改为女,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""女"") and contains(@resource-id, ""id/textView_sex"")] ''']}",Need,,打开画世界，帮我把性别改为男。步骤如下：1. 打开画世界，点击首页底部的“我的”按钮，进入个人中心。2.在个人中心页面的左上部分，点击用户的头像按钮，进入个人资料页。3. 在资料页中，点击一个铅笔状的编辑按钮，位于头像和账号名称的右边，进入我的资料页。 4. 在资料页中，点击性别选项。 5. 在“性别”弹窗中，选择“男”选项。 6.在“性别”弹窗中，点击确定按钮。7. 在资料页中，点击页面右上角的保存按钮。按照以上步骤将我的性别设置为男,"{""xpath"": ['''//*[contains(@text, ""男"") and contains(@resource-id, ""id/textView_sex"")] ''']}"
calendar_1,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,在万年历中切换一下星座日历,频道,easy,4,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""星座日历"") ])] ''']}",Need,,在万年历中切换一下传统万年历。步骤如下：1. 打开万年历，点击首页底部左侧的“万年历”按钮，打开日历模式切换弹窗。2.在日历模式切换弹窗中，选择“星座日历”选项。按照以上步骤切换成传统万年历,"{""xpath"": ['''//*[contains(@text, ""星座日历"")]  and //*[contains(@text, ""传统万年历"")] ''']}"
moviepro_3,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版查看卧虎藏龙的综合评分,搜索,medium,5,"{""xpath"": ['''  //*[contains(@text, ""卧虎藏龙"") and contains(@resource-id, ""id/tv_title"") ]  and //*[contains(@text, ""猫眼综合评分"") ]''']}",Search,,去猫眼专业版清空搜索记录。步骤如下：1. 打开猫眼专业版，点击首页左上角的放大镜形状的搜索按钮。2.在搜索页中的搜索历史那一栏右侧有一个垃圾桶按钮，这代表着清空搜索记录，点击这个垃圾桶按钮。如果没有历史搜索那一栏，视为任务完成。按照以上步骤清空搜索历史,"{""xpath"": [''' //*[ contains(@class, ""EditText"") ] and //*[contains(@text, ""取消"")] and not(//*[contains(@text, ""搜索历史"")] ) ''' ]}"
wsgw_3,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,把网上国网的地点改成北京市市辖区朝阳区,地点,medium,6,"{""xpath"": ['''//*[contains(@text, ""北京市"")]  and //*[contains(@text, ""市辖区"")]  and //*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""朝阳区"") ])] ''']}",Need,,把网上国网的地点改成安徽省合肥市庐阳区。步骤如下：1. 打开网上国网，点击首页左上角的位置按钮，这个按钮显示的是一个城市的名字，在搜索框的坐标，点击这个城市按钮打开位置定位页。 2. 在位置定位页的“选择省”选项中，点击“安徽省”按钮。3. 在位置定位页的“选择市”选项中，点击“合肥市”按钮。 4. 在位置定位页的“选择区/县”选项中，点击“庐阳区”按钮。，完成任务。按照以上步骤把位置定位到安徽省合肥市庐阳区,"{""xpath"": ['''//*[contains(@text, ""安徽省"")]  and //*[contains(@text, ""合肥市"")]  and //*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""庐阳区"") ])] ''']}"
xiachufang_0,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,查看下厨房家常菜分类中做过最多的菜品是哪个,搜索,medium,6,"{""xpath"": ['''//*[contains(@text, ""家常菜"") and contains(@resource-id, ""search_edit_text"")] and //*[contains(@text, ""做过最多"") and bbox_contains_point(@bounds,$point) ]''']}",Search,,去下厨房清空搜索记录。步骤如下：1. 打开下厨房，点击首页顶部的搜索框。2.在搜索页中的最近搜索那一栏右侧有一个“清空”按钮，这代表着清空搜索记录，点击这个垃圾桶按钮。如果没有最近搜索那一栏，视为任务完成。按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""清空"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [''' //*[ contains(@class, ""EditText"") and contains(@resource-id, ""id/search_edit_text"") ] and //*[contains(@text, ""搜索发现"")]  and not(//*[contains(@text, ""最近搜索"")] ) ''' ]}"
miaomiao_0,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,在喵喵记账中将记账提醒打开,设置,hard,7,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""记账提醒"")])]''']}",Need,,在喵喵记账中将记账提醒关闭。步骤如下：1. 打开画世界，点击首页左下角的“我的”按钮，进入个人中心。2.在个人中心页面的右上角，点击齿轮形状的设置按钮，进入设置页。3. 在设置页中，点击记账提醒按钮。 4. 观察“记账提醒”右侧的滑块，点击滑块让它处于关闭状态，完成任务。按照以上步骤关闭记账提醒。,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""记账提醒"")])]''']}"
miaomiao_1,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,关闭喵喵记账的音效、背景音乐,设置,hard,7,"{""xpath"": ['''//*[contains(@resource-id, ""id/switch_effect"") and @checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""音效"")])] and //*[contains(@resource-id, ""id/switch_effect"") and @checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""背景音乐"")])] ''']}",Need,,打开喵喵记账的音效、背景音乐。步骤如下：1. 打开画世界，点击首页左下角的“我的”按钮，进入个人中心。2.在个人中心页面的右上角，点击齿轮形状的设置按钮，进入设置页。3. 在设置页中，观察“音效”右侧的滑块，点击滑块让它处于开启状态。4. 在设置页中，观察“背景音乐”右侧的滑块，点击滑块让它处于开启状态，完成任务。按照以上步骤打开喵喵记账的音效、背景音乐,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""音效"")])] and //*[@checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""背景音乐"")])] ''']}"
gszq_3,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,我想看国盛通中小米集团的行情,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""小米集团"") and following-sibling::*[contains(@text, ""开市"")] ] and //*[contains(@resource-id, ""id/tztzf_header_title_view_id"") ]''']}",Search,,去国盛通清空搜索记录。步骤如下：1. 打开国盛通，点击首页顶部的搜索框。2.在搜索页中的历史搜索那一栏右侧有一个垃圾桶按钮，这代表着清空搜索记录，点击这个垃圾桶按钮。3.在弹出的“是否确认清除历史记录”的弹窗中，点击“确定”按钮。如果没有历史搜索那一栏，视为任务完成。按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""清除历史记录"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [''' //*[contains(@resource-id, ""id/et_stock"")] and //*[contains(@text, ""搜索发现"")] and not(//*[contains(@text, ""历史搜索"")] ) ''' ]}"
