"task_id","task_identifier","task_app","task_app_CHN","adb_home_page","功能点","真机/模拟器","level（easy步数少<5步，是APP的基础操作,主页一眼就能看到，medium步数较多,但每一步都能直接看到。或是需要探索一下但步数特别少(<4)，hard经过的一些功能需要探索才能发现）","golden_steps","goal","key_nodes","Reset","Unnamed: 15","uitars1.5_apps2025_0917","Unnamed: 17","Unnamed: 19"
"","pinduoduo_16","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","medium","5","收藏拼多多袜子第一款商品","{""xpath"": ['''//*[ contains(@content-desc, ""袜子"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' (//*[ contains(@content-desc, ""收藏"") and contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point)  ] ) or  (//*[ contains(@content-desc, ""已收藏"") and contains(@class, ""LinearLayout"")] )   ''' ]}","","","pinduoduo_16: SR","",""
"","pinduoduo_17","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","6","查看拼多多橡皮泥第三款商品的评价","{""xpath"": ['''//*[ contains(@content-desc, ""橡皮泥"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,    '''//*[ contains(@text, ""评价"")  and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]'''  ]}","","","pinduoduo_17: SR","",""
"","pinduoduo_18","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","7","查看并关注拼多多女鞋第一款商品的所属店铺","{""xpath"": ['''//*[ contains(@content-desc, ""女"") and contains(@content-desc, ""鞋"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""已关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}###{""xpath"": ['''//*[ contains(@content-desc, ""女"") and contains(@content-desc, ""鞋"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] and //*[ contains(@text, ""已关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}","","","pinduoduo_18: HardFail","",""
"","pinduoduo_19","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","6","打开拼多多查看垂钓装备第一款商品的发货说明详情","{""xpath"": ['''//*[ (contains(@content-desc, ""鱼"") or  contains(@content-desc, ""渔"") or   contains(@content-desc, ""钓"") ) and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""发货说明"")  and contains(@class, ""TextView"") ]  ''' ]}","","","pinduoduo_19: Premature","",""
"","pinduoduo_20","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","6","打开拼多多查看自行车第一款商品的店铺详情","{""xpath"": ['''//*[ contains(@content-desc, ""自行车"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,    '''//*[ contains(@text, ""店铺"") ]  and //*[ contains(@text, ""关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}","","","pinduoduo_20: Premature","",""
"","pinduoduo_21","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","easy","3","在拼多多查看我待付款的订单","{""xpath"": [  ''' //*[ contains(@text, ""我的订单"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""待付款"") and @selected=""true""]  ''' ]}","","","pinduoduo_21: SR","",""
"","pinduoduo_22","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","easy","3","拼多多查看我的评价","{""xpath"": [  ''' //*[ contains(@text, ""我的订单"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""评价"") and @selected=""true""]  ''' ]}","","","pinduoduo_22: HardFail","",""
"","pinduoduo_23","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","easy","3","打开拼多多，查看多多钱包余额","{""xpath"": ['''//*[contains(@text, ""多多钱包"")  and bbox_contains_point(../@bounds,$point)] ''' ]}","","","pinduoduo_23: SR","",""
"","pinduoduo_24","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","easy","3","拼多多看我有哪些优惠券","{""xpath"": ['''//*[contains(@text, ""优惠券"")  and bbox_contains_point(../@bounds,$point)] ''' ]}","","","pinduoduo_24: Premature","",""
"","pinduoduo_25","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","medium","4","查看拼多多店铺浏览历史","{""xpath"": [  ''' //*[ contains(@text, ""历史浏览"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""店铺"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}","","","pinduoduo_25: HardFail","",""
"","pinduoduo_26","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","hard","6","暂时关闭拼多多自动免拼","{""xpath"": [  ''' //*[ contains(@text, ""免拼设置"")  and contains(@resource-id, ""id/tv_title"") ] and //*[contains(@text, ""暂时关闭"")   ]  ''' ]}","Need","","pinduoduo_26: Premature","",""
"","pinduoduo_27","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","hard","5","开启拼多多长辈模式","{""xpath"": ['''//*[contains(@text, ""切换为长辈版"") and contains(@class, ""android.widget.Button"") and bbox_contains_point(@bounds,$point)] ''']}","Need","","pinduoduo_27: Premature","",""
"","pinduoduo_28","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","hard","7","把拼多多头像更换为相册第一张照片","{""xpath"": ['''//*[contains(@text, ""从手机相册选择"")  and bbox_contains_point(@bounds,$point)] ''' and  '''//*[contains(@resource-id, ""id/pdd"")  and bbox_contains_point(@bounds,$point)  and  (preceding-sibling::*[contains(@text, ""裁剪"") ])] ''' ]}","Need","","pinduoduo_28: SR","",""
"","pinduoduo_29","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","个人中心","","easy","3","去拼多多看看我收藏的商品","{""xpath"": [''' //*[contains(@text, ""商品收藏"")   and (bbox_contains_point(../@bounds,$point) )] ''']} ","","","pinduoduo_29: Premature","",""
"296","minimap_0","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","medium","7","在高德地图中查找前往一家附近的烤肉店的路线","{""xpath"": ['''//*[contains(@content-desc, ""烤肉"") and contains(@content-desc, ""搜索"")] and //*[contains(@content-desc, ""烤肉"")]''']}","","","minimap_0: HardFail","",""
"295","minimap_1","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","10","在高德地图中查一下上海市外地小客车的限行政策","{""xpath"": ['''//*[contains(@text, ""上海市"")]  and //*[contains(@text, ""查看限行政策"")]  and //*[contains(@text, ""外地小客车"")] ''']}","","","minimap_1: Premature","",""
"297","minimap_2","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","5","在高德地图中查看一下北京8号线的地铁图","{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""8号线"")] and //*[contains(@content-desc, ""地铁8号线"")] ''']} ###{""xpath"": [''' //*[contains(@text, ""地铁图"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}","","","minimap_2: SR","",""
"298","minimap_3","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","medium","5","在高德地图中查看天安门附近的的酒店","{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""天安门"") and contains(@content-desc, ""酒店"")] and //*[contains(@content-desc, ""酒店"")] ''']}###{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""酒店"")] and //*[contains(@text, ""天安门"")] ''']}","","","minimap_3: HardFail","",""
"304","minimap_4","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","medium","5","在高德地图中查看附近特惠油站","{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""特惠"") and contains(@content-desc, ""油站"")] and //*[contains(@content-desc, ""油站"")] ''']}","","","minimap_4: SR","",""
"","minimap_5","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","9","高德查一下天坛公园到天安门广场的驾车路线","{""xpath"": ['''   //*[contains(@text, ""驾车"") and @selected=""true""]   and   //*[contains(@text, ""天坛公园"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""天安门广场"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_5: Premature","",""
"","minimap_6","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","9","高德查一下颐和园到北京大学的步行路线","{""xpath"": ['''   //*[contains(@text, ""步行"") and @selected=""true""]   and   //*[contains(@text, ""颐和园"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""北京大学"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_6: HardFail","",""
"","minimap_7","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","9","高德查一下北京南站到北京丰台站的地铁路线","{""xpath"": ['''   //*[contains(@text, ""公共交通"") and @selected=""true""]   and   //*[contains(@text, ""北京南站"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""北京丰台站"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_7: Premature","",""
"","minimap_8","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","medium","5","高德搜索三里屯附近的麦当劳","{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""三里屯"") and contains(@content-desc, ""麦当劳"")] and //*[contains(@content-desc, ""麦当劳"")] ''']}","","","minimap_8: Premature","",""
"","minimap_9","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","easy","2","打开高德地图扫一扫","{""xpath"": ['''//*[contains(@content-desc, ""扫描二维码"")]  and //*[contains(@content-desc, ""相册"")]''' ]}","","","minimap_9: SR","",""
"","minimap_10","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","9","高德查一下到最近的麦当劳的步行路线","{""xpath"": ['''   //*[contains(@text, ""步行"") and @selected=""true""]   and   //*[contains(@text, ""我的位置"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""麦当劳"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_10: Premature","",""
"","minimap_11","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","搜索","","hard","7","高德查一下北京丰台站到上海南站的路线","{""xpath"": ['''  //*[contains(@text, ""北京丰台"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""上海南站"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_11: SR","",""
"","minimap_12","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","频道","","medium","3","在高德看看我的收藏夹","{""xpath"": [''' //*[(contains(@text, ""收藏夹"") or @text=""收藏"")  and (bbox_contains_point(../@bounds,$point) or bbox_contains_point(../../@bounds,$point))] ''']}","","","minimap_12: HardFail","",""
"","minimap_13","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","频道","","medium","5","查看高德地图回西二旗地铁站的公交","{""xpath"": ['''   //*[contains(@text, ""公共交通"") and @selected=""true""]   and   //*[contains(@text, ""我的位置"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""西二旗"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}","","","minimap_13: SR","",""
"","minimap_14","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","频道","","medium","4","打开高德地图实时公交服务","{""xpath"": ['''//*[contains(@text, ""周边的公交地铁"")]  and //*[contains(@text, ""通勤助手"")]''' ]}###'''//*[contains(@text, ""实时公交"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))]''']}","","","minimap_14: Premature","",""
"","minimap_15","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","常用地点","","hard","8","高德设置一下公司的地址为小米科技园B栋","{""xpath"": ['''   //*[contains(@text, ""公司  小米科技园"") ]  ''' ]} ###{""xpath"": ['''   //*[contains(@text, ""公司  小米移动互联网产业园"") ] and //*[contains(@text, ""常去地点管理"") ]  ''' ]} ###{""xpath"": [''' //*[contains(@text, ""设置公司地址"") ] and //*[(contains(@text, ""小米科技园"") or contains(@text, ""小米移动互联网产业园""))  and contains(@class, ""EditText"") ] ''' ]} ","","","minimap_15: Premature","",""
"","minimap_16","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","常用地点","","hard","8","高德设置一下家的地址为北京大学东门","{""xpath"": [''' //*[contains(@text, ""家"") and contains(@text, ""北京大学"") ] and //*[contains(@text, ""地点管理"") ]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""设置 家庭住址"") ] and //*[contains(@text, ""北京大学"") and contains(@text, ""东门"")  and contains(@class, ""EditText"") ] ''' ]}","","","minimap_16: Premature","",""
"","minimap_17","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","附近","","medium","5","打开高德地图附近页，看看附近有没有洗车的4s店","{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""附近"") ]  )   ]  ''' ,  '''//*[contains(@content-desc, ""搜索框"") and (contains(@content-desc, ""4S店"") or contains(@content-desc, ""4s店"") ) ] ''' ]}  ","","","minimap_17: Premature","",""
"","minimap_18","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","附近","","medium","5","进入高德地图附近页，查看周边有哪些医院","{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""附近"") ]  )   ]  ''' ,  '''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""医院"")  ] ''' ]}  ","","","minimap_18: Premature","",""
"","minimap_19","minimap","高德地图","com.autonavi.minimap/com.autonavi.map.activity.SplashActivity","消息","","easy","2","打开高德地图的消息","{""xpath"": ['''//*[contains(@resource-id, ""id/tab_bar_item_parent"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""消息"") ]  )   ]  '''  ]}  ","","","minimap_19: HardFail","",""
"","qq_0","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","搜索","","easy","4","打开qq搜索中国矿业大学","{""xpath"": [ '''//*[contains(@text, ""中国矿业大学"")] and //*[contains(@text, ""用户"")]  and //*[contains(@text, ""群聊"")]  and //*[contains(@text, ""频道"")] ''' ]}","","","qq_0: SR","",""
"","qq_1","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","搜索","","easy","4","查看QQ搜索找DND群组","{""xpath"": [ '''//*[contains(@text, ""DND"")] and //*[contains(@text, ""用户"")]  and //*[contains(@text, ""群聊"")]  and //*[contains(@text, ""频道"")] ''' ]}","","","qq_1: SR","",""
"","qq_2","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","搜索","","easy","4","打开QQ搜索找“吓死我了”表情","{""xpath"": [ '''//*[contains(@text, ""吓死我了"")]   and //*[contains(@text, ""表情"") and @selected=""true""] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""吓死我了"") and contains(@class, ""EditText"")]   and //*[contains(@text, ""表情"") ] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""吓死我了"")] ''', ''' //*[contains(@text, ""表情"") and @selected=""true""] ''' ]}","","","qq_2: Premature","",""
"","qq_3","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","搜索","","easy","2","打开QQ扫一扫","{""xpath"": [ '''//*[contains(@text, ""扫一扫"") and contains(@content-desc, ""扫码"") ]''' ]}###{""xpath"": [''' //*[contains(@text, ""扫一扫"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}","","","qq_3: SR","",""
"","qq_4","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","搜索","","hard","6","打开QQ添加1098074562为好友","{""xpath"": [ '''//*[contains(@text, ""绕堤沙"") and contains(@resource-id, ""id/nickname"") ] and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''//*[contains(@text, ""1098074562"") and contains(@class, ""EditText"") and contains(@content-desc, ""搜索"") ]   and  //*[contains(@text, ""1098074562"") and contains(@class, ""TextView"") and ( following-sibling::*[@text=""已添加""])]  ''' ]}###{""xpath"": [ '''//*[contains(@text, ""1098074562"")] and  //*[contains(@text, ""绕堤沙"")] and  //*[@text=""已添加""]  ''' ]}","Need","","qq_4: HardFail","",""
"","qq_5","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","medium","5","打开QQ给绕堤沙发送“早上好”","{""xpath"": ['''//*[contains(@text, ""绕堤沙"")   ]  and //*[contains(@text, ""早上好"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}","","","qq_5: Premature","",""
"","qq_6","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","medium","5","打开QQ给绕堤沙发送看30s广告即可复活1次","{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, ""看30s广告即可复活1次"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}","","","qq_6: Premature","",""
"","qq_7","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","medium","5","打开QQ给绕堤沙发送“事已至此，先吃饭吧”","{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, ""事已至此，先吃饭吧"")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}","","","qq_7: SR","",""
"","qq_8","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","6","打开QQ给绕堤沙发送“恭喜发财”的表情包","{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ]  and //*[contains(@text, ""恭喜发财"")  and contains(@class, ""EditText"")]  and //*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) ]''',''' //*[contains(@content-desc, ""表情"")  and bbox_contains_point(../@bounds,$point ) ]''' ]}","","","qq_8: HardFail","",""
"","qq_9","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","7","打开QQ给绕堤沙发送相册里的第一张图片","{""xpath"": ['''//*[@text=""绕堤沙"" ]  ''', '''  //*[contains(@text, ""最近照片"")  ] and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''' ]}","","","qq_9: HardFail","",""
"","qq_10","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","6","打开QQ给绕堤沙发送一个微笑的emoji","{""xpath"": ['''//*[contains(@text, ""绕堤沙"")    ]  and //*[contains(@text, "".."")  and contains(@class, ""EditText"")]  and //*[contains(@text, ""发送"") and bbox_contains_point(@bounds,$point) ]''']}","","","qq_10: HardFail","",""
"","qq_11","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","medium","5","打开QQ，对绕堤沙戳一戳","{""xpath"": [ '''  //*[contains(@content-desc, ""戳一戳"") and bbox_contains_point(@bounds,$point) ] ''' ]}","","","qq_11: Premature","",""
"","qq_12","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","8","打开QQ,将绕堤沙的名片发送给绕堤沙","{""xpath"": [ ''' //*[contains(@text, ""发送给"") ] and  //*[contains(@text, ""绕堤沙"")  ] and  //*[contains(@text, ""绕堤沙"") ] and //*[contains(@text, ""确定"") and contains(@resource-id, ""id/dialogRightBtn"") and bbox_contains_point(@bounds,$point) ] ''' ]}","","","qq_12: HardFail","",""
"","qq_13","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","5","打开QQ，将和绕堤沙的聊天设为置顶","{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ] ''', '''//*[contains(@text, ""设为置顶"") ] and //*[contains(@text, ""聊天设置"") and contains(@resource-id, ""id/ivTitleName"") ] ''']} ","","","qq_13: SR","",""
"","qq_14","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","消息","","hard","7","打开QQ，删除和绕堤沙的聊天记录","{""xpath"": [ ''' //*[contains(@text, ""绕堤沙"")  ]  and //*[contains(@text, ""聊天设置"")  ]  ''' , ''' //*[contains(@text, ""确定删除本地聊天记录"")   ] and //*[contains(@text, ""确定"")  and bbox_contains_point(@bounds,$point) ] ''' ]}","","","qq_14: SR","",""
"","qq_15","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","medium","4","设置QQ状态为听歌中","{""xpath"": [ ''' //*[contains(@text, ""听歌中"") and @selected=""true""] ''' ]}","Need","","qq_15: SR","",""
"","qq_16","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","medium","4","打开我的qq二维码","{""xpath"": [ ''' //*[contains(@text, ""我的二维码"")] and //*[contains(@text, ""扫一扫"")] ''' ]}","","","qq_16: SR","",""
"","qq_17","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","easy","3","查看一下我的QQ钱包","{""xpath"": ['''//*[contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""钱包"") ]  )   ]  '''  ]}  ","","","qq_17: Premature","",""
"","qq_18","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","easy","3","打开QQ我的相册","{""xpath"": [ '''//*[contains(@text, ""相册"") and contains(@class, ""RadioButton"") ] and //*[contains(@text, ""照片"") and contains(@class, ""RadioButton"") ] and //*[contains(@text, ""视频"") and contains(@class, ""RadioButton"") ]''' ]}","","","qq_18: SR","",""
"","qq_19","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","hard","7","我要更换QQ模式到关怀模式","{""xpath"": [ '''  //*[contains(@text, ""开启关怀模式"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''  //*[contains(@text, ""关怀模式"")  ] and //*[contains(@text, ""模式选择"")  ] and //*[contains(@text, ""普通模式"")  ] ''' ]}","","","qq_19: Premature","",""
"","qq_20","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","easy","3","打开QQ的夜间模式","{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间"")  ] ) ] ''']} ###{""xpath"": ['''//*[contains(@class, ""widget.RecyclerView"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间模式"") ] ) ] ''']} ","Need","","qq_20: SR","",""
"","qq_21","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","个人中心","","easy","3","在QQ中查看当地天气","{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""当地天气"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""°C"")] and //*[contains(@text, ""湿度"")] ''']}","","","qq_21: Premature","",""
"","qq_22","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","频道","","easy","3","看看QQ频道的知识中有哪些内容","{""xpath"": ['''   //*[contains(@text, ""频道"") and @selected=""true""]   and  //*[contains(@text, ""知识"") and @selected=""true""]  ''' ]}","","","qq_22: SR","",""
"","qq_23","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","频道","","medium","4","打开QQ频道的勋章墙看看。","{""xpath"": ['''//*[contains(@class, ""QUISingleLineListItem"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""勋章墙"")  ] ) ] ''']}###{""xpath"": [ '''  //*[contains(@text, ""勋章墙"")  ] and //*[contains(@text, ""我的勋章"")  ] and //*[contains(@text, ""佩戴管理"")  ] ''' ]}","","","qq_23: Premature","",""
"","qq_24","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","频道","","medium","4","我想看看qq频道的个性档案。","{""xpath"": ['''//*[contains(@class, ""QUISingleLineListItem"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""个性档案"")  ] ) ] ''']}","","","qq_24: Premature","",""
"","qq_25","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","联系人","","medium","3","查看QQ我加入的群聊","{""xpath"": ['''   //*[contains(@text, ""联系人"") and @selected=""true""]   and  //*[contains(@text, ""群聊"") and @selected=""true""]  ''' ]}","","","qq_25: Premature","",""
"","qq_26","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","联系人","","medium","3","打开QQ联系人查看群通知","{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and contains(@content-desc, ""群通知"") ] ''']} ","","","qq_26: HardFail","",""
"","qq_27","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","动态","","medium","4","打开QQ动态给最新的一条动态点赞","{""xpath"": ['''   //*[contains(@text, ""动态"") and @selected=""true""]  ''' , '''  //*[contains(@class, ""ImageView"") and @selected=""true""]  ''' ]}","Need","","qq_27: Premature","",""
"","qq_28","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","动态","","hard","5","打开QQ运动查看我的运动勋章","{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""运动"")  ] ) ] ''']}","","","qq_28: Premature","",""
"","qq_29","qq","QQ","com.tencent.mobileqq/.activity.SplashActivity","动态","","medium","3","我想去qq看看朋友们的说说","{""xpath"": [''' //*[contains(@text, ""说说"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}","","","qq_29: SR","",""
"","wuba_0","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","easy","4","在58同城中搜索“文员”工作","{""xpath"": ['''  //*[contains(@text, ""文员"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags""))  ]   ''' ]}","","","wuba_0: SR","",""
"","wuba_1","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","easy","4","在58同城中搜索上地附近的合租房屋","""xpath"": ['''  //*[contains(@text, ""上地"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags""))  ]   ''' ,'''  //*[contains(@text, ""租房"")  and (contains(@resource-id, ""id/search_result_count_text"") or contains(@resource-id, ""id/tv_tab_title"") )  ]   ''' ]}","","","wuba_1: SR","",""
